,Proposta,Temas,Ementa,Ano,Autor(es),Cargo,Partido,Link
2597,PL 775/2022,,"Altera a Lei nº 7.661, de 16 de maio de 1988 – Plano Nacional de Gerenciamento Costeiro; e a Lei nº 10.257, de 10 de julho de 2001 – Estatuto da Cidade, para garantir o acesso e o uso público das praias e do mar.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152532
2598,PL 777/2022,,"Altera o art. 287 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para prever que a apologia de crime ou criminoso pode ser perpetrada por meio da internet, inclusive redes sociais.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152533
2599,PL 780/2022,,"Altera a Lei nº 10.925, de 23 de julho de 2004, para reduzir a zero as alíquotas da Contribuição para o Financiamento da Seguridade Social (COFINS) e da Contribuição para o PIS/PASEP incidentes sobre as receitas provenientes da venda de plásticos biodegradáveis e concede crédito presumido de Cofins, PIS/Pasep e Imposto sobre produtos Industrializados (IPI) sobre as operações de aquisição de plásticos biodegradáveis.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152536
2600,PL 781/2022,,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para dispor sobre atendimento individualizado periódico na educação especial.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152539
2601,PDL 715/2021,,"Aprova o ato que renova a autorização outorgada à Associação de Radiodifusão Comunitária São João do Morro para executar serviço de radiodifusão comunitária no Município de Barão de Cocais, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152541
2602,PDL 714/2021,,"Aprova o ato que renova a autorização outorgada à Associação de Desenvolvimento Artístico Cultural e Social Metrópole para executar serviço de radiodifusão comunitária no Município de Andradina, Estado de São Paulo.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152542
2603,PDL 711/2021,,"Aprova o ato que renova a autorização outorgada à Rádio Clube da Vida - Vida FM para executar serviço de radiodifusão comunitária no Município de Jussara, Estado de Goiás.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152543
2604,PDL 710/2021,,"Aprova o ato que renova a autorização outorgada à Associação de Comunicação Comunitária Educativa Cultural Salzanense para executar serviço de radiodifusão comunitária no Município de Liberato Salzano, Estado do Rio Grande do Sul.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152544
2605,PDL 707/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Radiodifusão Nova Machado para Desenvolvimento Artístico e Cultural para executar serviço de radiodifusão comunitária no Município de Machado, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152545
2606,PDL 706/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária A Voz de Quissamã para executar serviço de radiodifusão comunitária no Município de Quissamã, Estado do Rio de Janeiro.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152546
2607,PDL 704/2021,,"Aprova o ato que renova a autorização outorgada à Associação de Desenvolvimento Comunitário de Várzea Nova para executar serviço de radiodifusão comunitária no Município de Várzea Nova, Estado da Bahia.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152547
2608,RQS 241/2022,,"Oitiva da Comissão de Constituição, Justiça e Cidadania sobre o PL nº 675/2021.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152548
2609,REQ 22/2022 - CE,,"Requer, nos termos do art. 50, caput, e 58, § 2º, V, da Constituição Federal e dos art. 90, V, e 397, § 1º do Regimento Interno do Senado Federal, seja convidado o Senhor Victor Godoy Veiga, Ministro Interino da Educação, para prestar esclarecimentos perante esta Comissão, sobre a destinação de recursos do FNDE.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152549
2610,PL 787/2022,,"Dispõe, em caráter excepcional, sobre a gestação por substituição envolvendo gestantes que vieram ao Brasil no contexto do conflito armado entre a Ucrânia e a Rússia no ano de 2022.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152552
2611,PL 788/2022,,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos privados de assistência à saúde, para tornar obrigatória a fixação da alíquota máxima a ser aplicada aos reajustes das contraprestações pecuniárias dos planos privados de assistência à saúde coletivos.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152553
2612,RQS 242/2022,,"Propõe Sessão de Debates, com a participação do Ministro Alexandre de Moraes, a fim de esclarecer aos senadores questões atinentes aos inquéritos nº 4.828 e nº 4781, que investigam respectivamente a promoção de atos antidemocráticos e o uso de fake news para atacar membros do Judiciário, ambos da relatoria do Eminente convidado.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152555
2613,PL 794/2022,,"Altera a Lei nº 9.986, de 18 de julho de 2000, e a Lei nº 13.848, de 25 de junho de 2019, para dispor sobre o prazo de vedação, ao dirigente de agência reguladora, do exercício de atividade profissional no setor regulado, bem como sobre causa de impedimento.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152556
2614,PL 795/2022,,Cria a Instituição Nacional dos Direitos das Pessoas com Deficiência (Inade).,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152557
2615,REQ 28/2022 - CAS,,"Requer a realização de audiência pública, com o objetivo de instruir o PL 2486/2021, que “altera a Lei nº 9.696, de 1º de setembro de 1998, que dispõe sobre a regulamentação da profissão de Educação Física e cria o Conselho Federal de Educação Física e os Conselhos Regionais de Educação Física”",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152559
2616,PL 798/2022,,"Altera a Lei nº 8.213, de 1991, para dispor sobre a correção monetária e juros de mora devidos em caso de pagamento de parcelas relativas a benefício, efetuado com atraso, pelo Instituto Nacional do Seguro Social, e dá outras providências.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152562
2617,REQ 20/2022 - CMA,,"Requer, nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, II, do Regimento Interno do Senado Federal, a realização de audiência pública, com o objetivo de debater o potencial socioeconômico do bioma Caatinga, na busca de trazer um novo olhar, da escassez à abundância do bioma, em alusão ao Dia Nacional da Caatinga, celebrado em 28 de abril, com os convidados que apresenta.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152565
2618,PL 800/2022,,Dispõe sobre medidas de proteção asseguradas ao entregador de plataforma de serviços de intermediação digital.,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152566
2619,REQ 21/2022 - CMA,,"Requer, nos termos do art. 93, I, do Regimento Interno do Senado Federal, que, na Audiência Pública objeto do REQ 20/2022 - CMA, com o objetivo de debater o potencial socioeconômico do bioma Caatinga, em alusão ao Dia Nacional da Caatinga, celebrado em 28 de abril, sejam incluídos os convidados que apresenta.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152567
2620,REQ 15/2022 - CDH,,"""Discutir as alterações na Política da Rede de Atenção Psicossocial do Ministério da Saúde, em especial as ações que promoviam e estimulavam adesinstitucionalização de pacientes internados"".",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152571
2621,PL 811/2022,,"Altera a Lei nº 10.438, de 26 de abril de 2002, para instituir subvenção econômica às permissionárias do serviço público de distribuição de energia elétrica de pequeno porte.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152574
2622,MSF 15/2022,,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 8º da Medida Provisória no 2.228-1, de 6 de setembro de 2001, o nome do Senhor HÉLIO FERRAZ DE OLIVEIRA, para exercer o cargo de Diretor da Agência Nacional do Cinema - ANCINE, no mandato a iniciar em 25 de junho de 2022, decorrente do término do mandato de Mariana Ribas da Silva, que renunciou.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152581
2623,REQ 7/2022 - CCT,,"Requer a realização de audiência pública, com o objetivo de debater os avanços tecnológicos e inovações para a prevenção de desastres naturais, aplicados à defesa civil e sua estrutura logística, em áreas urbanas ou turísticas.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152605
2624,REQ 12/2022 - CAE,,Requer aditamento do REQ CAE 3/2022 para inclusão de participante em audiência pública,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152606
2625,REQ 13/2022 - CAE,,Requer aditamento ao REQ 3/2022 - CAE com a inclusão do especialista em Medicina do Trabalho.,2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152607
2626,PL 823/2022,,"Altera a Lei nº 7.827, de 27 de setembro de 1989, que “Regulamenta o art. 159, inciso I, alínea c, da Constituição Federal, institui o Fundo Constitucional de Financiamento do Norte - FNO, o Fundo Constitucional de Financiamento do Nordeste - FNE e o Fundo Constitucional de Financiamento do Centro-Oeste - FCO, e dá outras providências”.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152610
2627,PL 824/2022,,"Altera a Lei nº 10.779, de 25 de novembro de 2003, para prever o pagamento do seguro-defeso ao pescador artesanal em caso de desastre ambiental e aos seus familiares que se dediquem às atividades de apoio à pesca em regime de economia familiar.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152611
2628,PL 826/2022,,"Modifica a Lei nº 12.244, de 24 de maio de 2010, para garantir a inclusão de livros paradidáticos e de literatura infantil nas salas de aula da pré-escola até o terceiro ano do ensino fundamental.",2022,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152615
2629,PDL 718/2021,,"Aprova o ato que renova a autorização outorgada à Sociedade de Assistência ao Idoso e Comunidades de Porteiras - SAICP para executar serviço de radiodifusão comunitária no Município de Porteiras, Estado do Ceará.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152616
2630,PDL 719/2021,,"Aprova o ato que renova a autorização outorgada à Associação de Promoção Educacional, Cultural, Artística, Esportiva e Comunicação Social de Ribeira do Pombal para executar serviço de radiodifusão comunitária no Município de Ribeira do Pombal, Estado da Bahia.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152617
2631,PDL 722/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Cajuruense - ASCOA para executar serviço de radiodifusão comunitária no Município de Carmo do Cajuru, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152618
2632,PDL 764/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Beneficente e Cultural Dona Joaquina de Pompéu para executar serviço de radiodifusão comunitária no Município de Pompéu, Estado de Minas Gerais.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152619
2633,PDL 723/2021,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Cultural de Morro Redondo para executar serviço de radiodifusão comunitária no Município de Morro Redondo, Estado do Rio Grande do Sul.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152620
2634,PDL 761/2021,,"Aprova o ato que renova a autorização outorgada à Associação de Moradores Comunidade Cristalinense para executar serviço de radiodifusão comunitária no Município de Cristalina, Estado de Goiás.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/152621
